zip,city,loc/0,loc/1,pop,state
20620,CALLAWAY,-76.520963,38.227521,1394,MD
20621,MADDOX,-76.782343,38.333197,1240,MD
20622,CHARLOTTE HALL,-76.803792,38.474977,3454,MD
20623,CHELTENHAM,-76.836852,38.753094,712,MD
20624,CLEMENTS,-76.726419,38.340716,303,MD
20626,COLTONS POINT,-76.764649,38.236963,694,MD
20628,DAMERON,-76.357474,38.153271,330,MD
20630,DRAYDEN,-76.473095,38.171875,413,MD
20632,FAULKNER,-76.972937,38.438221,459,MD
20634,GREAT MILLS,-76.495365,38.267431,4203,MD
20636,HOLLYWOOD,-76.562644,38.352356,6785,MD
20637,HUGHESVILLE,-76.781677,38.520712,4078,MD
20639,HUNTINGTOWN,-76.600268,38.609453,8290,MD
20640,PISGAH,-77.148357,38.588855,8227,MD
20645,ISSUE,-76.867527,38.304327,87,MD
20646,LA PLATA,-76.986498,38.525673,16900,MD
20650,LEONARDTOWN,-76.638037,38.277425,8922,MD
20653,LEXINGTON PARK,-76.45293,38.249452,17082,MD
20656,LOVEVILLE,-76.67708,38.347438,248,MD
20657,LUSBY,-76.43464,38.366128,8990,MD
20658,RISON,-77.156329,38.557335,1826,MD
20659,MECHANICSVILLE,-76.725399,38.429319,17326,MD
20662,NANJEMOY,-77.198296,38.446161,2793,MD
20664,NEWBURG,-76.917499,38.329782,3612,MD
20667,PARK HALL,-76.441522,38.224364,224,MD
20670,PATUXENT RIVER,-76.438061,38.279089,3015,MD
20674,PINEY POINT,-76.504716,38.139667,1114,MD
20675,POMFRET,-77.009314,38.585541,1410,MD
20676,PORT REPUBLIC,-76.534865,38.495237,2647,MD
20677,PORT TOBACCO,-77.041856,38.499353,1149,MD
20678,PRINCE FREDERICK,-76.595495,38.533629,6802,MD
20680,RIDGE,-76.371071,38.116883,1245,MD
20684,SAINT INIGOES,-76.408328,38.14406,583,MD
20685,SAINT LEONARD,-76.511017,38.45013,3895,MD
20687,SCOTLAND,-76.347684,38.082772,356,MD
20688,SOLOMONS,-76.458886,38.334067,661,MD
20689,SUNDERLAND,-76.576697,38.648968,1664,MD
20690,TALL TIMBERS,-76.539897,38.165318,255,MD
20692,VALLEY LEE,-76.508689,38.189937,667,MD
20693,WELCOME,-77.095006,38.467206,334,MD
20695,WHITE PLAINS,-76.980233,38.594848,3721,MD
20701,ANNAPOLIS JUNCTI,-76.798068,39.130983,32,MD
20705,BELTSVILLE,-76.924168,39.045524,18146,MD
20706,LANHAM,-76.8551,38.967537,33471,MD
20707,LAUREL,-76.872043,39.107687,31065,MD
20708,MONTPELIER,-76.847725,39.068376,23523,MD
20710,BLADENSBURG,-76.920327,38.945215,7716,MD
20711,LOTHIAN,-76.66281,38.802933,5081,MD
20712,MOUNT RAINIER,-76.965152,38.943072,8422,MD
20714,NORTH BEACH,-76.536701,38.711884,2292,MD
20715,BOWIE,-76.743497,38.979696,25296,MD
20716,MITCHELLVILLE,-76.731979,38.927482,13580,MD
20720,BOWIE,-76.789526,38.973733,8239,MD
20721,MITCHELLVILLE,-76.80527,38.919588,10551,MD
20722,BRENTWOOD,-76.953062,38.940701,5769,MD
20723,LAUREL,-76.84345,39.120806,10457,MD
20724,LAUREL,-76.815485,39.095801,7656,MD
20732,CHESAPEAKE BEACH,-76.537629,38.669798,4856,MD
20733,CHURCHTON,-76.524773,38.801791,2539,MD
20735,CLINTON,-76.902577,38.754892,26417,MD
20736,OWINGS,-76.606093,38.695507,6876,MD
20737,RIVERDALE,-76.914658,38.960067,16328,MD
20740,COLLEGE PARK,-76.929891,38.996303,29336,MD
20743,CAPITAL HEIGHTS,-76.906665,38.88385,40459,MD
20744,FORT WASHINGTON,-76.983531,38.758656,44735,MD
20745,OXON HILL,-76.989776,38.810764,29487,MD
20746,SUITLAND,-76.922156,38.842453,30601,MD
20747,DISTRICT HEIGHTS,-76.889132,38.853887,35872,MD
20748,TEMPLE HILLS,-76.947786,38.822159,40471,MD
20751,DEALE,-76.551498,38.782909,1909,MD
20754,DUNKIRK,-76.642658,38.740763,5919,MD
20755,FORT GEORGE G ME,-76.745013,39.112923,11110,MD
20758,FRIENDSHIP,-76.600093,38.739077,853,MD
20759,FULTON,-76.92999,39.150179,1640,MD
20763,SAVAGE,-76.821818,39.137962,2227,MD
20764,SHADY SIDE,-76.510884,38.836794,2957,MD
20769,GLENN DALE,-76.805336,38.976632,3242,MD
20770,GREENBELT,-76.883964,38.999559,21125,MD
20772,UPPER MARLBORO,-76.798028,38.837717,49684,MD
20776,HARWOOD,-76.614458,38.858152,3765,MD
20777,HIGHLAND,-76.968643,39.184252,2596,MD
20778,WEST RIVER,-76.539113,38.825194,1026,MD
20779,TRACYS LANDING,-76.57524,38.767101,413,MD
20781,HYATTSVILLE,-76.934652,38.95063,11716,MD
20782,WEST HYATTSVILLE,-76.966632,38.963575,28026,MD
20783,ADELPHI,-76.97472,38.993751,40007,MD
20784,LANDOVER HILLS,-76.888829,38.951541,27339,MD
20785,LANDOVER,-76.882243,38.91992,38732,MD
20794,JESSUP,-76.792239,39.148399,11789,MD
20812,GLEN ECHO,-77.143457,38.969333,234,MD
20814,BETHESDA,-77.102165,39.000343,21704,MD
20815,CHEVY CHASE,-77.081984,38.977955,25264,MD
20816,BETHESDA,-77.11528,38.958485,14700,MD
20817,WEST BETHESDA,-77.137239,38.999659,33484,MD
20818,CABIN JOHN,-77.15911,38.974302,1120,MD
20832,OLNEY,-77.074949,39.152591,20376,MD
20833,BROOKEVILLE,-77.06026,39.187082,3612,MD
20837,POOLESVILLE,-77.406717,39.138597,4692,MD
20838,BARNESVILLE,-77.376426,39.223321,130,MD
20839,BEALLSVILLE,-77.414403,39.167095,72,MD
20841,BOYDS,-77.316731,39.210042,2402,MD
20842,DICKERSON,-77.419853,39.212615,1726,MD
20850,ROCKVILLE,-77.167973,39.087037,24215,MD
20851,ROCKVILLE,-77.123449,39.076265,11494,MD
20852,ROCKVILLE,-77.120416,39.049628,32913,MD
20853,ROCKVILLE,-77.095037,39.088738,27339,MD
20854,POTOMAC,-77.192151,39.03877,44211,MD
20855,DERWOOD,-77.147707,39.134539,17235,MD
20860,SANDY SPRING,-77.029071,39.150319,1890,MD
20861,ASHTON,-76.99242,39.151027,1318,MD
20862,BRINKLOW,-77.016338,39.183777,286,MD
20866,BURTONSVILLE,-76.933851,39.092151,14497,MD
20868,SPENCERVILLE,-76.959802,39.121343,278,MD
20871,CLARKSBURG,-77.273579,39.263719,2674,MD
20872,DAMASCUS,-77.213088,39.27606,10446,MD
20874,DARNESTOWN,-77.269935,39.17039,33549,MD
20876,GERMANTOWN,-77.235829,39.188001,11734,MD
20877,GAITHERSBURG,-77.188993,39.14187,25136,MD
20878,DARNESTOWN,-77.236434,39.115534,45367,MD
20879,LAYTONSVILLE,-77.194599,39.172597,46879,MD
20882,LAYTONSVILLE,-77.174718,39.238345,9795,MD
20895,KENSINGTON,-77.079281,39.029803,21848,MD
20901,SILVER SPRING,-77.007613,39.019106,33858,MD
20902,WHEATON,-77.046348,39.04158,40299,MD
20903,SILVER SPRING,-76.984648,39.009513,16724,MD
20904,COLESVILLE,-76.976399,39.06524,39991,MD
20905,COLESVILLE,-76.989928,39.102438,16800,MD
20906,ASPEN HILL,-77.063233,39.081041,52694,MD
20910,SILVER SPRING,-77.033776,38.998198,31954,MD
20912,TAKOMA PARK,-77.000715,38.983214,24356,MD
21001,ABERDEEN,-76.18054,39.510886,19229,MD
21005,ABERDEEN PROVING,-76.130295,39.472434,5294,MD
21009,ABINGDON,-76.299726,39.47444,12664,MD
21010,GUNPOWDER,-76.274261,39.398249,1082,MD
21012,ARNOLD,-76.49406,39.047587,19404,MD
21013,BALDWIN,-76.492711,39.519395,4945,MD
21014,BEL AIR,-76.356431,39.539367,18477,MD
21015,BEL AIR,-76.315329,39.530252,23254,MD
21017,BELCAMP,-76.242011,39.475626,2957,MD
21021,BRADSHAW,-76.3894,39.428113,699,MD
21028,CHURCHVILLE,-76.248962,39.564845,3038,MD
21029,CLARKSVILLE,-76.942271,39.194362,3147,MD
21030,COCKEYSVILLE HUN,-76.628655,39.473554,20331,MD
21031,COCKEYSVILLE HUN,-76.659844,39.502623,159,MD
21032,CROWNSVILLE,-76.593477,39.048889,7269,MD
21034,DARLINGTON,-76.227795,39.654032,3298,MD
21035,DAVIDSONVILLE,-76.637542,38.937364,6070,MD
21036,DAYTON,-76.996755,39.233882,1707,MD
21037,EDGEWATER BEACH,-76.540374,38.922511,14576,MD
21040,EDGEWOOD,-76.30555,39.427725,22058,MD
21042,ELLICOTT CITY,-76.861362,39.272632,29589,MD
21043,DANIELS,-76.803929,39.258216,19217,MD
21044,COLUMBIA,-76.878807,39.214103,32695,MD
21045,COLUMBIA,-76.83223,39.205052,32658,MD
21046,COLUMBIA,-76.853796,39.170236,13591,MD
21047,FALLSTON,-76.43277,39.527048,10230,MD
21048,PATAPSCO,-76.909862,39.508645,7680,MD
21050,FOREST HILL,-76.400767,39.57549,9029,MD
21051,FORK,-76.450361,39.472937,136,MD
21053,FREELAND,-76.722349,39.693957,2482,MD
21054,GAMBRILLS,-76.681877,39.04069,7441,MD
21056,GIBSON ISLAND,-76.432418,39.07511,335,MD
21057,GLEN ARM,-76.515331,39.457484,3679,MD
21061,GLEN BURNIE,-76.618862,39.158968,75692,MD
21071,GLYNDON,-76.787568,39.492782,1761,MD
21074,GREENMOUNT,-76.849397,39.61352,10443,MD
21076,HANOVER,-76.721535,39.155069,6265,MD
21078,HAVRE DE GRACE,-76.117144,39.552312,13536,MD
21082,HYDES,-76.469538,39.474049,883,MD
21084,JARRETTSVILLE,-76.468427,39.616241,6667,MD
21085,JOPPA,-76.354102,39.424208,15006,MD
21087,KINGSVILLE,-76.41473,39.455775,4283,MD
21088,LINEBORO,-76.839476,39.718498,94,MD
21090,LINTHICUM HEIGHT,-76.657477,39.208331,9777,MD
21093,LUTHERVILLE,-76.633791,39.438636,31560,MD
21102,MANCHESTER,-76.894073,39.674746,5476,MD
21104,MARRIOTTSVILLE,-76.913241,39.334154,1482,MD
21107,MILLERS,-76.823884,39.683224,3218,MD
21108,MILLERSVILLE,-76.61902,39.104102,16436,MD
21111,HEREFORD,-76.592957,39.576611,4615,MD
21113,ODENTON,-76.699583,39.076197,8201,MD
21114,CROFTON,-76.680166,39.011163,15590,MD
21117,OWINGS MILLS,-76.776934,39.42688,24913,MD
21120,BENTLEY SPRINGS,-76.677591,39.649937,5320,MD
21122,RIVIERA BEACH,-76.516248,39.129284,51386,MD
21128,PERRY HALL,-76.450987,39.401013,6075,MD
21131,JACKSONVILLE,-76.564623,39.506978,6703,MD
21132,PYLESVILLE,-76.411256,39.695905,2782,MD
21133,RANDALLSTOWN,-76.800245,39.374571,23994,MD
21136,REISTERSTOWN,-76.813452,39.45996,24812,MD
21140,RIVA,-76.585437,38.950391,3165,MD
21144,SEVERN,-76.697953,39.127543,25272,MD
21146,SEVERNA PARK,-76.557746,39.081078,23392,MD
21152,GLENCOE,-76.669109,39.543086,4450,MD
21154,ROCKS,-76.330174,39.649928,5018,MD
21155,FOWBELSBURG,-76.81623,39.56394,2487,MD
21156,UPPER FALLS,-76.400604,39.43967,464,MD
21157,CARROLLTON,-76.99404,39.555654,37148,MD
21158,UNIONTOWN,-77.036946,39.655464,8491,MD
21160,WHITEFORD,-76.316015,39.707709,1766,MD
21161,WHITE HALL,-76.566639,39.66176,4970,MD
21162,WHITE MARSH,-76.413189,39.392315,2521,MD
21163,GRANITE,-76.85757,39.339151,2115,MD
21201,BALTIMORE,-76.625203,39.29463,16256,MD
21202,BALTIMORE,-76.607499,39.299844,28656,MD
21204,EUDOWOOD,-76.603224,39.402517,37257,MD
21205,BALTIMORE,-76.579915,39.300871,23763,MD
21206,BALTIMORE,-76.541135,39.336494,52114,MD
21207,GWYNN OAK,-76.734064,39.329628,76002,MD
21208,PIKESVILLE,-76.729013,39.376359,27723,MD
21209,BALTIMORE,-76.674431,39.371622,20673,MD
21210,BALTIMORE,-76.632099,39.350727,12581,MD
21211,BALTIMORE,-76.633625,39.331642,19797,MD
21212,BALTIMORE,-76.609989,39.362571,35680,MD
21213,BALTIMORE,-76.581012,39.312667,47171,MD
21214,BALTIMORE,-76.564375,39.35206,20949,MD
21215,BALTIMORE,-76.679397,39.344572,74402,MD
21216,BALTIMORE,-76.669891,39.309349,42501,MD
21217,BALTIMORE,-76.639267,39.306416,52502,MD
21218,BALTIMORE,-76.6048,39.3265,56677,MD
21219,DUNDALK SPARROWS,-76.446937,39.229068,9467,MD
21220,MIDDLE RIVER,-76.415255,39.340098,37336,MD
21221,ESSEX,-76.453259,39.308553,44117,MD
21222,DUNDALK SPARROWS,-76.502484,39.26486,58181,MD
21223,BALTIMORE,-76.647586,39.287,39003,MD
21224,BALTIMORE,-76.556831,39.287558,53629,MD
21225,BROOKLYN CURTIS,-76.615026,39.233343,35032,MD
21226,BROOKLYN CURTIS,-76.569147,39.209315,5478,MD
21227,HALETHORPE,-76.696872,39.230893,45430,MD
21228,CATONSVILLE,-76.740124,39.27825,43630,MD
21229,BALTIMORE,-76.689885,39.285645,53962,MD
21230,BALTIMORE,-76.626193,39.269943,34901,MD
21231,BALTIMORE,-76.589956,39.289193,15928,MD
21234,PARKVILLE,-76.541767,39.387581,66477,MD
21236,NOTTINGHAM,-76.487106,39.391412,33099,MD
21237,ROSEDALE,-76.501387,39.336054,24835,MD
21239,BALTIMORE,-76.589082,39.360977,31935,MD
21240,BALTIMORE,-76.648287,39.17185,1,MD
21401,CAPE SAINT CLAIR,-76.503139,38.999645,44757,MD
21402,NAVAL ACADEMY,-76.48079,38.982436,5780,MD
21403,ANNAPOLIS,-76.49103,38.952394,26587,MD
21502,CRESAPTOWN,-78.777442,39.644796,44371,MD
21520,ACCIDENT,-79.308467,39.635504,1968,MD
21521,BARTON,-79.02813,39.533135,1305,MD
21522,BITTINGER,-79.214247,39.597786,479,MD
21523,BLOOMINGTON,-79.113707,39.487764,898,MD
21530,FLINTSTONE,-78.573949,39.699288,1102,MD
21531,FRIENDSVILLE,-79.421912,39.666502,2021,MD
21532,FROSTBURG,-78.930559,39.649359,15702,MD
21536,JENNINGS,-79.151665,39.684436,3138,MD
21538,SHALLMAR,-79.202528,39.396275,759,MD
21539,LONACONING,-78.991477,39.575703,3494,MD
21540,LUKE,-79.059365,39.477392,184,MD
21541,SANG RUN,-79.364134,39.559709,1673,MD
21545,MOUNT SAVAGE,-78.873892,39.699128,2067,MD
21550,DEER PARK,-79.38966,39.399993,13531,MD
21555,OLDTOWN,-78.604373,39.584598,2079,MD
21557,RAWLINGS,-78.906231,39.521363,1919,MD
21561,SWANTON,-79.240165,39.476361,1719,MD
21562,MCCOOLE,-79.030726,39.482625,3976,MD
21601,EASTON,-76.075775,38.77682,16439,MD
21607,BARCLAY,-75.860079,39.129871,592,MD
21610,BETTERTON,-76.063938,39.365509,485,MD
21612,BOZMAN,-76.27641,38.751493,847,MD
21613,CAMBRIDGE,-76.087358,38.564282,16908,MD
21617,CENTREVILLE,-76.044975,39.056423,5834,MD
21619,CHESTER,-76.284183,38.958296,4199,MD
21620,CHESTERTOWN,-76.080214,39.212517,10618,MD
21622,CHURCH CREEK,-76.169569,38.427815,593,MD
21623,CHURCH HILL,-75.988028,39.145958,813,MD
21625,CORDOVA,-76.002879,38.870426,2346,MD
21626,CRAPO,-76.114207,38.329541,173,MD
21628,CRUMPTON,-75.919522,39.233019,689,MD
21629,DENTON,-75.836071,38.877928,7126,MD
21631,EAST NEW MARKET,-75.956766,38.592095,2156,MD
21632,FEDERALSBURG,-75.775376,38.714681,5535,MD
21634,FISHING CREEK,-76.216783,38.316292,580,MD
21635,GALENA,-75.871673,39.337417,1087,MD
21636,GOLDSBORO,-75.792604,39.022957,1179,MD
21637,GOLTS,-75.805521,39.355598,533,MD
21638,GRASONVILLE,-76.199701,38.945602,3225,MD
21639,GREENSBORO,-75.805911,38.961632,3516,MD
21640,HENDERSON,-75.794787,39.067197,1391,MD
21643,WILLIAMSBURG,-75.866254,38.642826,4625,MD
21644,INGLESIDE,-75.891748,39.124654,159,MD
21645,KENNEDYVILLE,-75.981797,39.297835,1807,MD
21647,MCDANIEL,-76.280593,38.819213,610,MD
21649,MARYDEL,-75.762247,39.108169,1195,MD
21650,MASSEY,-75.821483,39.312569,112,MD
21651,MILLINGTON,-75.849966,39.257989,2003,MD
21654,OXFORD,-76.153783,38.686358,1350,MD
21655,PRESTON,-75.916284,38.746456,4425,MD
21657,QUEEN ANNE,-75.977655,38.945583,1092,MD
21658,QUEENSTOWN,-76.152646,38.956235,3330,MD
21659,RHODESDALE,-75.774945,38.602985,2276,MD
21660,RIDGELY,-75.884825,38.956787,2754,MD
21661,ROCK HALL,-76.230467,39.134371,2770,MD
21662,ROYAL OAK,-76.187788,38.72883,889,MD
21663,SAINT MICHAELS,-76.221547,38.782965,3247,MD
21665,SHERWOOD,-76.327822,38.73741,262,MD
21666,STEVENSVILLE,-76.337087,38.939399,8630,MD
21667,STILL POND,-76.052156,39.327624,289,MD
21668,SUDLERSVILLE,-75.849968,39.182339,2014,MD
21669,TAYLORS ISLAND,-76.296406,38.463095,246,MD
21671,TILGHMAN,-76.337653,38.706309,745,MD
21672,TODDVILLE,-76.059634,38.272592,361,MD
21673,TRAPPE,-76.05067,38.66466,2958,MD
21675,WINGATE,-76.086303,38.289898,160,MD
21676,WITTMAN,-76.29931,38.789187,338,MD
21677,WOOLFORD,-76.204057,38.5066,459,MD
21678,WORTON,-76.10078,39.296346,1680,MD
21679,WYE MILLS,-76.081366,38.928114,270,MD
21701,LEWISTOWN,-77.400875,39.408235,35492,MD
21702,FORT DETRICK,-77.447369,39.436532,33704,MD
21710,DOUBS,-77.447693,39.306452,2085,MD
21711,BIG POOL,-78.010449,39.645685,1083,MD
21713,FAHRNEY KEEDY ME,-77.683522,39.532244,10501,MD
21716,BRUNSWICK,-77.623002,39.316356,5160,MD
21718,BURKITTSVILLE,-77.626508,39.397066,285,MD
21719,FORT RITCHIE,-77.495609,39.707341,2672,MD
21722,BIG SPRING,-77.912592,39.661693,3661,MD
21723,COOKSVILLE,-77.005076,39.321109,353,MD
21725,DETOUR,-77.248272,39.614661,970,MD
21727,EMMITSBURG,-77.335658,39.694044,5095,MD
21733,FAIR PLAY,-77.761468,39.542279,153,MD
21737,GLENELG,-77.005703,39.262064,681,MD
21738,GLENWOOD,-77.014821,39.279519,1632,MD
21740,HAGERSTOWN,-77.737215,39.632022,47679,MD
21742,HAGERSTOWN,-77.692102,39.657291,28398,MD
21750,HANCOCK,-78.176246,39.699083,4275,MD
21754,IJAMSVILLE,-77.296363,39.326737,4078,MD
21755,JEFFERSON,-77.544061,39.365291,4132,MD
21756,KEEDYSVILLE,-77.694427,39.456323,2546,MD
21757,KEYMAR,-77.281661,39.565619,1691,MD
21758,KNOXVILLE,-77.651286,39.347891,3534,MD
21764,LINWOOD,-77.118443,39.577654,591,MD
21766,LITTLE ORLEANS,-78.378139,39.687593,699,MD
21767,MAUGANSVILLE,-77.749915,39.6996,598,MD
21769,MIDDLETOWN,-77.550241,39.441586,8732,MD
21770,MONROVIA,-77.249442,39.351248,5033,MD
21771,MOUNT AIRY,-77.172347,39.388131,21912,MD
21773,MYERSVILLE,-77.551322,39.528194,3363,MD
21776,NEW WINDSOR,-77.103397,39.516233,4576,MD
21777,POINT OF ROCKS,-77.532762,39.279089,812,MD
21778,ROCKY RIDGE,-77.329635,39.605696,988,MD
21779,ROHRERSVILLE,-77.657977,39.443052,200,MD
21780,SABILLASVILLE,-77.469323,39.682772,1605,MD
21782,SHARPSBURG,-77.751072,39.442394,3624,MD
21783,SMITHSBURG,-77.570563,39.647036,6857,MD
21784,CARROLLTOWNE,-76.961439,39.39887,28493,MD
21787,TANEYTOWN,-77.169058,39.665798,7612,MD
21788,GRACEHAM,-77.405114,39.606576,8929,MD
21790,TUSCARORA,-77.51011,39.266689,134,MD
21791,UNIONVILLE,-77.194346,39.541484,3942,MD
21793,WALKERSVILLE,-77.34839,39.47875,8957,MD
21794,WEST FRIENDSHIP,-76.966031,39.293447,937,MD
21795,WILLIAMSPORT,-77.808705,39.593023,8739,MD
21797,WOODBINE,-77.064698,39.346438,6224,MD
21798,WOODSBORO,-77.297187,39.531121,1771,MD
21801,SALISBURY,-75.592238,38.362996,52905,MD
21811,BERLIN,-75.186557,38.347514,11613,MD
21813,BISHOPVILLE,-75.185544,38.429609,1902,MD
21814,BIVALVE,-75.89141,38.295337,307,MD
21816,CHANCE,-75.939192,38.178504,415,MD
21817,CRISFIELD,-75.842882,37.984496,5342,MD
21820,DAMES QUARTER,-75.900082,38.190568,192,MD
21821,DEAL ISLAND,-75.949559,38.153326,259,MD
21822,EDEN,-75.648167,38.276155,1042,MD
21824,EWELL,-76.03506,37.99379,252,MD
21826,FRUITLAND,-75.622782,38.322523,3771,MD
21829,GIRDLETREE,-75.390232,38.095815,495,MD
21830,HEBRON,-75.696267,38.402597,2415,MD
21835,LINKWOOD,-75.963015,38.540317,576,MD
21837,MARDELA SPRINGS,-75.741442,38.486386,3039,MD
21838,MARION STATION,-75.757903,38.026637,2323,MD
21840,NANTICOKE,-75.902127,38.267211,358,MD
21841,NEWARK,-75.289316,38.248875,765,MD
21842,OCEAN CITY,-75.081011,38.379248,6914,MD
21849,PARSONSBURG,-75.473658,38.391392,2407,MD
21850,PITTSVILLE,-75.407589,38.375465,1997,MD
21851,POCOMOKE CITY,-75.555038,38.071369,7527,MD
21853,PRINCESS ANNE,-75.707237,38.191929,10343,MD
21856,QUANTICO,-75.785102,38.333888,1029,MD
21863,SNOW HILL,-75.404987,38.186794,5195,MD
21864,STOCKTON,-75.410762,38.045155,691,MD
21865,TYASKIN,-75.869032,38.30706,504,MD
21866,TYLERTON,-76.023036,37.967436,112,MD
21869,VIENNA,-75.872926,38.477376,1119,MD
21870,WENONA,-75.944021,38.133222,358,MD
21871,WESTOVER,-75.740563,38.10099,1881,MD
21872,WHALEYSVILLE,-75.288868,38.404169,758,MD
21874,WILLARDS,-75.355161,38.393853,1895,MD
21875,DELMAR,-75.55828,38.44451,3712,MD
21901,NORTH EAST,-75.953805,39.604535,10560,MD
21903,PERRYVILLE,-76.059227,39.564894,4678,MD
21904,BAINBRIDGE,-76.083706,39.622264,5507,MD
21911,RISING SUN,-76.049164,39.688176,7798,MD
21912,WARWICK,-75.799592,39.428261,745,MD
21913,CECILTON,-75.865395,39.40151,611,MD
21914,CHARLESTOWN,-75.979537,39.57287,638,MD
21915,CHESAPEAKE CITY,-75.840581,39.513308,2823,MD
21917,COLORA,-76.093364,39.669515,1868,MD
21918,CONOWINGO,-76.157198,39.67775,3025,MD
21919,EARLEVILLE,-75.94031,39.427105,2196,MD
21921,ELKTON,-75.84584,39.626434,30901,MD
22001,ALDIE,-77.602281,38.957878,1574,VA
22002,AMISSVILLE,-78.038053,38.710055,1581,VA
22003,ANNANDALE,-77.214245,38.830699,50054,VA
22010,ARCOLA,-77.538721,38.973626,61,VA
22011,ASHBURN,-77.480612,39.039918,3979,VA
22012,BLUEMONT,-77.831416,39.097732,557,VA
22013,BRISTOW,-77.578843,38.74644,1568,VA
22014,BROAD RUN,-77.68611,38.828653,344,VA
22015,BURKE,-77.28175,38.789408,41783,VA
22018,CATHARPIN,-77.561155,38.853007,647,VA
22019,CATLETT,-77.653548,38.635067,4180,VA
22020,CENTREVILLE,-77.451175,38.841805,33039,VA
22021,CHANTILLY,-77.435436,38.884131,14835,VA
22024,CLIFTON,-77.406955,38.800662,9554,VA
22025,DELAPLANE,-77.930176,38.911293,916,VA
22026,DUMFRIES,-77.338704,38.602344,17563,VA
22027,DUNN LORING,-77.221351,38.895368,1084,VA
22030,FAIRFAX,-77.324151,38.845826,32754,VA
22031,FAIRFAX,-77.264937,38.860353,22035,VA
22032,FAIRFAX,-77.292527,38.817729,29971,VA
22033,FAIRFAX,-77.388451,38.877627,20873,VA
22039,FAIRFAX STATION,-77.306388,38.760205,14491,VA
22041,BAILEYS CROSSROA,-77.136928,38.848506,21801,VA
22042,MOSBY,-77.192271,38.866272,28441,VA
22043,PIMMIT,-77.20005,38.901226,20928,VA
22044,SEVEN CORNERS,-77.150819,38.863544,10100,VA
22046,FALLS CHURCH,-77.180231,38.88559,14864,VA
22060,FORT BELVOIR,-77.143315,38.694699,6013,VA
22065,GAINESVILLE,-77.618673,38.823192,3929,VA
22066,GREAT FALLS,-77.308287,39.003893,13542,VA
22068,HAMILTON,-77.663538,39.135741,2821,VA
22069,HAYMARKET,-77.647485,38.876234,5103,VA
22070,HERNDON,-77.386573,38.977833,30669,VA
22071,HERNDON,-77.395155,38.919537,21490,VA
22075,LEESBURG,-77.565918,39.116517,21011,VA
22079,MASON NECK,-77.218004,38.704716,17438,VA
22080,LOVETTSVILLE,-77.639144,39.265367,3631,VA
22090,LAKE ANNE,-77.337607,38.964439,12710,VA
22091,RESTON,-77.35144,38.935007,28381,VA
22094,RESTON,-77.350757,38.975627,5491,VA
22101,MC LEAN,-77.170628,38.932624,27236,VA
22102,WEST MCLEAN,-77.221934,38.936318,15809,VA
22110,MANASSAS,-77.489474,38.768922,50680,VA
22111,MANASSAS PARK,-77.44568,38.736143,32739,VA
22115,MARSHALL,-77.887567,38.831584,5195,VA
22117,MIDDLEBURG,-77.735511,38.996438,2908,VA
22123,NOKESVILLE,-77.534249,38.685015,6729,VA
22124,OAKTON,-77.323345,38.885187,13019,VA
22129,PAEONIAN SPRINGS,-77.619845,39.159792,488,VA
22130,PARIS,-77.893855,38.989926,317,VA
22132,HILLSBORO,-77.721305,39.150484,5373,VA
22134,QUANTICO,-77.335819,38.531039,9039,VA
22141,ROUND HILL,-77.783305,39.113378,1926,VA
22150,SPRINGFIELD,-77.186582,38.779718,16811,VA
22151,NORTH SPRINGFIEL,-77.213908,38.803323,15979,VA
22152,WEST SPRINGFIELD,-77.233243,38.776488,26803,VA
22153,SPRINGFIELD,-77.237026,38.744859,32161,VA
22170,STERLING,-77.398624,39.02147,38891,VA
22171,THE PLAINS,-77.772092,38.87393,2071,VA
22172,TRIANGLE,-77.322877,38.550894,5181,VA
22176,UPPERVILLE,-77.848438,39.008747,755,VA
22180,VIENNA,-77.253219,38.893527,20795,VA
22181,VIENNA,-77.288048,38.897695,12462,VA
22182,VIENNA,-77.264876,38.928005,19121,VA
22186,AIRLIE,-77.764809,38.72593,24248,VA
22190,WATERFORD,-77.642134,39.208102,264,VA
22191,WOODBRIDGE,-77.268264,38.635573,30657,VA
22192,LAKERIDGE,-77.305221,38.68328,38960,VA
22193,DALE CITY,-77.343238,38.647188,47213,VA
22201,ARLINGTON,-77.093197,38.887103,22034,VA
22202,ARLINGTON,-77.059228,38.856547,17453,VA
22203,ARLINGTON,-77.114191,38.873799,14553,VA
22204,ARLINGTON,-77.099688,38.858962,41844,VA
22205,ARLINGTON,-77.139488,38.883557,15285,VA
22206,ARLINGTON,-77.09046,38.841508,17628,VA
22207,ARLINGTON,-77.126287,38.903321,27999,VA
22209,ARLINGTON,-77.07531,38.8926,10118,VA
22211,ARLINGTON,-77.080258,38.8795,2432,VA
22213,ARLINGTON,-77.163295,38.895375,2095,VA
22301,ALEXANDRIA,-77.058901,38.820042,12109,VA
22302,ALEXANDRIA,-77.092412,38.83354,17021,VA
22303,JEFFERSON MANOR,-77.076608,38.791143,12662,VA
22304,ALEXANDRIA,-77.120989,38.814871,33747,VA
22305,ALEXANDRIA,-77.064039,38.837184,13514,VA
22306,COMMUNITY,-77.085389,38.755769,24374,VA
22307,BELLE VIEW,-77.062511,38.77056,9821,VA
22308,WELLINGTON,-77.060639,38.729122,12023,VA
22309,ENGLESIDE,-77.108139,38.727855,27479,VA
22310,FRANCONIA,-77.131707,38.769132,39438,VA
